word,syl,freq,len,complexity,label
discernment,3,6.17e-07,11,0.4202786377708978,Hard
discharge,3,8.51e-06,9,0.24765350877192976,Medium
disciples,3,4.57e-06,9,0.2175925925925926,Easy
discovery,4,2.82e-05,9,0.22609427609427604,Easy
discrepancies,4,1.55e-06,13,0.4107142857142857,Hard
discrimination,5,2.04e-05,14,0.3302209772798008,Medium
discs,1,3.98e-06,5,0.3977272727272727,Hard
discussion,3,5.13e-05,10,0.1785714285714285,Easy
discussions,3,1.91e-05,11,0.25,Medium
diseases,3,2.29e-05,8,0.15841599190283398,Easy
dishonor,3,7.59e-07,8,0.234375,Easy
disinformation,5,9.12e-07,14,0.368421052631579,Hard
disk,1,1.02e-05,4,0.3082497212931995,Medium
disobedience,5,1.91e-06,12,0.1630434782608695,Easy
disorder,3,2.04e-05,8,0.24714525283797725,Medium
disorders,3,1.38e-05,9,0.3676470588235294,Hard
disparities,4,1.55e-06,11,0.3249999999999999,Medium
disparity,4,2.63e-06,9,0.4545454545454546,Hard
display,2,4.27e-05,7,0.16776315789473678,Easy
displeasure,4,1.38e-06,11,0.1176470588235294,Easy
disputes,3,9.12e-06,8,0.30833333333333335,Medium
disrepute,4,3.39e-07,9,0.515625,Hard
disruptions,3,1.15e-06,11,0.3196428571428571,Medium
dissemination,5,1.82e-06,13,0.5513888888888889,Hard
dissenters,3,7.59e-07,10,0.5357142857142857,Hard
dissident,3,1.26e-06,9,0.5657894736842105,Hard
dissidents,3,1.23e-06,10,0.390625,Hard
dissociation,4,6.92e-07,12,0.4499999999999999,Hard
distortions,3,1.1e-06,11,0.3611111111111111,Hard
distraction,3,6.03e-06,11,0.1607142857142857,Easy
distribution,4,4.37e-05,12,0.38340336134453784,Hard
district,2,0.00011,8,0.2794117647058823,Medium
disturbance,4,4.07e-06,11,0.24583333333333332,Medium
divergence,4,1.48e-06,10,0.39166666666666666,Hard
diversity,4,2.09e-05,9,0.3519736842105263,Hard
divination,4,7.76e-07,10,0.5258101851851852,Hard
division,3,7.24e-05,8,0.1458333333333333,Easy
doctorates,4,3.72e-07,10,0.3970588235294118,Hard
document,3,3.16e-05,8,0.2,Easy
doers,1,4.17e-07,5,0.25,Medium
dog,1,0.000126,3,0.1833333333333333,Easy
dogma,2,1.86e-06,5,0.49739583333333326,Hard
dogs,1,5.89e-05,4,0.0999999999999999,Easy
doings,1,6.17e-07,6,0.24342105263157893,Easy
domain,2,2.04e-05,6,0.31527777777777777,Medium
domains,2,5.25e-06,7,0.3347282728881026,Medium
dominion,3,4.57e-06,8,0.36468253968253966,Hard
donkeys,2,1.15e-06,7,0.203954087117303,Easy
donor,2,8.32e-06,5,0.25,Medium
doorkeeper,3,1.15e-07,10,0.2105263157894736,Easy
doors,1,3.47e-05,5,0.2647058823529411,Medium
dopamine,4,2.34e-06,8,0.3833333333333333,Hard
doping,2,2.95e-06,6,0.35,Hard
dosage,3,3.31e-06,6,0.2333333333333333,Easy
dose,2,1.58e-05,4,0.25,Medium
doves,2,1.26e-06,5,0.2058823529411764,Easy
downstairs,2,5.25e-06,10,0.2777777777777778,Medium
downturn,2,1.55e-06,8,0.3888888888888888,Hard
doxycycline,5,1.78e-07,11,0.6805555555555556,Hard
drachma,2,1.05e-07,7,0.6111111111111112,Hard
draftsman,2,3.47e-07,9,0.4418402777777778,Hard
draftsmen,2,5.75e-08,9,0.4314814814814814,Hard
dragon,2,2.57e-05,6,0.27976190476190477,Medium
dream,1,8.13e-05,5,0.2638888888888888,Medium
dreams,1,3.89e-05,6,0.2142857142857143,Easy
drink,1,7.94e-05,5,0.075,Easy
drive,2,0.000135,5,0.4722222222222222,Hard
drivers,2,3.63e-05,7,0.2738095238095238,Medium
drop,1,9.77e-05,4,0.2916666666666666,Medium
drops,1,2.14e-05,5,0.1923076923076923,Easy
dross,1,2.34e-07,5,0.6506091617933722,Hard
droughts,1,9.77e-07,8,0.3347222222222222,Medium
drugs,1,5.89e-05,5,0.20789760348583872,Easy
duct,1,3.8e-06,4,0.4,Hard
dunghill,2,4.68e-08,8,0.5555555555555556,Hard
duplex,2,1.35e-06,6,0.515625,Hard
duplication,4,1.45e-06,11,0.30357142857142855,Medium
duplications,4,1.29e-07,12,0.3382352941176471,Medium
duties,2,2.09e-05,6,0.24451754385964902,Easy
duty,2,5.13e-05,4,0.0555555555555555,Easy
dwellings,2,2.4e-06,9,0.26666666666666666,Medium
dwells,1,7.41e-07,6,0.2105263157894736,Easy
dysfunction,3,3.31e-06,11,0.38840579710144923,Hard
dystrophy,3,6.76e-07,9,0.5526315789473685,Hard
eagle,2,1.35e-05,5,0.15178571428571425,Easy
ear,1,2.69e-05,3,0.21711309523809522,Easy
earnestness,3,2.45e-07,11,0.5,Hard
ears,1,2.29e-05,4,0.13368055555555555,Easy
earth,1,0.000115,5,0.14657738095238093,Easy
earthquake,3,1.41e-05,10,0.21323529411764705,Easy
eco,2,5.13e-06,3,0.3214285714285714,Medium
economies,4,7.76e-06,9,0.26036184210526314,Medium
economists,4,5.75e-06,10,0.2666666666666667,Medium
economy,4,7.41e-05,7,0.18182189542483657,Easy
ecosystems,4,3.31e-06,10,0.28362573099415206,Medium
edifying,3,2.75e-07,8,0.5588235294117647,Hard
effect,2,0.000105,6,0.2100101858925388,Easy
effectiveness,5,1.12e-05,13,0.27631578947368424,Medium
effectors,3,1.41e-07,9,0.5,Hard
effects,2,7.76e-05,7,0.2029289215686274,Easy
efficiencies,4,1.55e-06,12,0.4285714285714286,Hard
effort,2,8.32e-05,6,0.125,Easy
efforts,2,5.89e-05,7,0.22906024251805981,Easy
eggs,1,3.16e-05,4,0.140625,Easy
elders,2,5.75e-06,6,0.17712249373433578,Easy
elections,3,4.57e-05,9,0.25,Medium
electricity,5,2.69e-05,11,0.1176470588235294,Easy
electrolysis,5,5.25e-07,12,0.3823529411764705,Hard
electron,3,6.61e-06,8,0.3012152777777778,Medium
element,3,2.88e-05,7,0.18676470588235294,Easy
elements,3,5.01e-05,8,0.25,Medium
eleven,3,1.32e-05,6,0.1607142857142857,Easy
eleventh,3,3.02e-06,8,0.2222222222222222,Easy
elite,3,2.51e-05,5,0.3421052631578947,Medium
elongation,4,4.37e-07,10,0.45929276315789475,Hard
elucidation,5,1.95e-07,11,0.5460526315789473,Hard
embryos,2,1.95e-06,7,0.3319871794871795,Medium
emergence,4,5.5e-06,9,0.4264705882352941,Hard
emergencies,4,3.63e-06,11,0.34375,Medium
emission,3,5.01e-06,8,0.484375,Hard
emissions,3,1.17e-05,9,0.3101851851851851,Medium
emphasis,3,1.55e-05,8,0.33204948646125115,Medium
encouragement,5,6.17e-06,13,0.25,Medium
end,1,0.000479,3,0.2058799342105263,Easy
endeavour,3,2.82e-06,9,0.43333333333333324,Hard
endeavours,3,1.07e-06,10,0.359375,Hard
endings,2,3.47e-06,7,0.234375,Easy
ends,1,5.62e-05,4,0.26381578947368417,Medium
enemies,3,2.51e-05,7,0.16928758547953587,Easy
enemy,3,5.01e-05,5,0.2238095238095238,Easy
energies,3,3.47e-06,8,0.2647058823529411,Medium
engagement,4,2.04e-05,10,0.2894736842105263,Medium
engravings,3,1.02e-06,10,0.3125,Medium
enhancement,4,4.27e-06,11,0.3249999999999999,Medium
enhancer,3,6.76e-07,8,0.328125,Medium
entities,3,9.33e-06,8,0.3043478260869565,Medium
entrance,3,2.45e-05,8,0.0,Easy
entreaty,3,7.41e-08,8,0.6333333333333333,Hard
environments,4,1.05e-05,12,0.2236842105263157,Easy
enzyme,3,6.61e-06,6,0.4214947935696017,Hard
enzymes,3,4.17e-06,7,0.39550653594771246,Hard
epidemics,4,1.02e-06,9,0.3125,Medium
epithelium,4,5.5e-07,10,0.7303968253968254,Hard
equity,3,2e-05,6,0.359375,Hard
era,2,4.68e-05,3,0.3522727272727273,Hard
erosion,3,4.37e-06,7,0.425,Hard
errors,2,1.78e-05,6,0.25,Medium
eruption,3,3.31e-06,8,0.3,Medium
escapade,4,3.31e-07,8,0.2941176470588235,Medium
escape,3,4.37e-05,6,0.2,Easy
estimates,4,2e-05,9,0.2058823529411764,Easy
ethanol,3,2.88e-06,7,0.25,Medium
ethnicity,4,5.37e-06,9,0.25,Medium
etiology,4,4.07e-07,8,0.5862207602339181,Hard
eunuchs,2,3.98e-07,7,0.5643382352941176,Hard
euro,2,1.23e-05,4,0.29279513888888886,Medium
evangelist,4,1.26e-06,10,0.368421052631579,Hard
evangelists,4,6.03e-07,11,0.4558823529411765,Hard
evening,3,7.24e-05,7,0.17075163398692805,Easy
evenings,3,4.27e-06,8,0.3552631578947368,Hard
event,2,0.000151,5,0.2166666666666666,Easy
everybody,5,6.92e-05,9,0.1338693957115009,Easy
everyone,4,0.000295,8,0.12414781297134234,Easy
everything,4,0.000347,10,0.12083333333333329,Easy
evil,2,5.5e-05,4,0.2173913043478261,Easy
evildoer,3,4.17e-08,8,0.3249999999999999,Medium
evolution,4,2.57e-05,9,0.2184574684574684,Easy
ewe,2,6.17e-07,3,0.3910714285714285,Hard
exacerbation,5,1.82e-07,12,0.3970588235294118,Hard
examination,5,1.82e-05,11,0.2409293831168831,Easy
example,3,0.000186,7,0.17034970238095234,Easy
excellence,4,1.17e-05,10,0.2236842105263157,Easy
excise,3,1.82e-06,6,0.359375,Hard
excretion,3,4.68e-07,9,0.37222222222222223,Hard
excuses,3,8.91e-06,7,0.1323529411764705,Easy
execution,4,1.95e-05,9,0.25,Medium
exemption,3,4.47e-06,9,0.2765114379084967,Medium
exemptions,3,2.14e-06,10,0.265625,Medium
exercise,4,4.79e-05,8,0.1926470588235293,Easy
exertion,3,7.94e-07,8,0.3214285714285714,Medium
exhortation,4,3.8e-07,11,0.49854497354497357,Hard
exile,3,6.92e-06,5,0.3472222222222222,Medium
existence,4,3.55e-05,9,0.2763157894736842,Medium
exit,2,2.24e-05,4,0.2166666666666666,Easy
expanse,3,1.58e-06,7,0.2763888888888889,Medium
expectations,4,2.75e-05,12,0.2058823529411764,Easy
expeditions,4,2.29e-06,11,0.359375,Hard
expenditure,5,5.5e-06,11,0.3874080882352941,Hard
expenses,3,2.14e-05,8,0.265625,Medium
experience,4,0.000186,10,0.23350301659125186,Easy
experiment,4,2.4e-05,10,0.25210084033613445,Medium
experiments,4,1.58e-05,11,0.21263314536340855,Easy
expert,2,3.63e-05,6,0.2285087719298245,Easy
experts,2,3.31e-05,7,0.1470588235294117,Easy
expiry,3,1e-06,6,0.46365546218487397,Hard
explanation,4,2.75e-05,11,0.1720289718451483,Easy
explosion,3,1.66e-05,9,0.234375,Easy
export,2,1.74e-05,6,0.25,Medium
exporter,3,1.95e-06,8,0.35,Hard
exposure,4,2.75e-05,8,0.21714285714285708,Easy
exposures,4,1.82e-06,9,0.2833333333333333,Medium
expulsion,3,2.57e-06,9,0.3166666666666666,Medium
extension,3,2.88e-05,9,0.2971014492753623,Medium
extent,2,2.95e-05,6,0.22322303921568626,Easy
extract,2,1.05e-05,7,0.3611111111111111,Hard
extraction,3,6.31e-06,10,0.3249999999999999,Medium
extracts,2,2.82e-06,8,0.275,Medium
extremism,3,2.04e-06,9,0.4012605042016807,Hard
extremity,4,1e-06,9,0.3269230769230768,Medium
eye,2,0.000105,3,0.18061507936507934,Easy
eyes,2,0.000162,4,0.18333333333333326,Easy
fables,2,9.33e-07,6,0.2666666666666667,Medium
face,2,0.000282,4,0.14991830065359474,Easy
faces,2,3.89e-05,5,0.075,Easy
facilitation,5,8.32e-07,12,0.3288398692810457,Medium
fact,1,0.000257,4,0.17528508771929824,Easy
factor,2,4.68e-05,6,0.25128384687208216,Medium
factors,2,4.37e-05,7,0.2237928153717627,Easy
facts,1,5.25e-05,5,0.1764705882352941,Easy
failure,3,5.25e-05,7,0.2357536764705882,Easy
faith,1,6.61e-05,5,0.1724206349206349,Easy
faithfulness,3,1e-06,12,0.2625265034243362,Medium
fall,1,0.000135,4,0.2663807189542483,Medium
falsehood,3,8.32e-07,9,0.34169407894736836,Medium
falsification,5,3.24e-07,13,0.4166666666666666,Hard
families,3,8.71e-05,8,0.1967422385620915,Easy
famine,3,4.07e-06,6,0.29108796296296297,Medium
famines,3,4.37e-07,7,0.3017857142857143,Medium
fans,1,0.000107,4,0.2666666666666667,Medium
farmer,2,1.41e-05,6,0.2391304347826087,Easy
fascists,2,2.34e-06,8,0.4,Hard
fashion,2,6.61e-05,7,0.3196594427244581,Medium
fasting,2,3.72e-06,7,0.1957417582417582,Easy
fat,1,7.08e-05,3,0.24583179095436797,Medium
fatalities,4,2.82e-06,10,0.3166666666666666,Medium
fate,2,2.29e-05,4,0.2221813725490196,Easy
fatherless,3,4.07e-07,10,0.32189542483660133,Medium
fathers,2,1.2e-05,7,0.1787377450980392,Easy
fatness,2,2.04e-07,7,0.2941176470588235,Medium
favor,2,3.8e-05,5,0.1833333333333333,Easy
favour,2,2.04e-05,6,0.22870098039215686,Easy
fear,1,8.91e-05,4,0.2236842105263157,Easy
fears,1,1.48e-05,5,0.1666666666666666,Easy
feasibility,5,2.75e-06,11,0.2759103641456582,Medium
feast,1,8.91e-06,5,0.21289624183006534,Easy
feasts,1,9.55e-07,6,0.225,Easy
feature,3,6.61e-05,7,0.175,Easy
features,3,8.71e-05,8,0.1933333333333333,Easy
feed,1,4.68e-05,4,0.25,Medium
feedback,2,2.09e-05,8,0.2857142857142857,Medium
feet,1,9.77e-05,4,0.17355889724310772,Easy
female,3,0.0001,6,0.1785714285714285,Easy
females,3,2.4e-05,7,0.3333333333333333,Medium
feminization,5,2.4e-07,12,0.3928571428571429,Hard
fertilization,5,1.12e-06,13,0.2065972222222222,Easy
fetters,2,1.78e-07,7,0.525,Hard
fibers,2,4.37e-06,6,0.2,Easy
fibrosis,3,1.55e-06,8,0.4705882352941176,Hard
field,1,0.000174,5,0.22240497076023388,Easy
fierceness,3,1.66e-07,10,0.2566964285714286,Medium
fig,1,1.26e-05,3,0.2361111111111111,Easy
fightings,2,2.69e-08,9,0.3035714285714286,Medium
figs,1,2.57e-06,4,0.3125,Medium
filament,3,1.23e-06,8,0.4475108225108225,Hard
file,2,5.62e-05,4,0.20969025291275922,Easy
fillets,2,5.37e-07,7,0.3846153846153846,Hard
filthiness,3,5.13e-08,10,0.30357142857142855,Medium
finding,2,7.08e-05,7,0.19671078431372546,Easy
findings,2,2.4e-05,8,0.23368055555555553,Easy
finger,2,3.02e-05,6,0.0499999999999999,Easy
fire,2,0.0002,4,0.12349206349206347,Easy
firefighting,4,8.32e-07,12,0.1764705882352941,Easy
firms,1,2.4e-05,5,0.2166666666666666,Easy
firstborn,2,7.59e-07,9,0.2142857142857143,Easy
fish,1,7.94e-05,4,0.16345029239766073,Easy
fishing,2,2.95e-05,7,0.20094599243206054,Easy
flakes,2,2.4e-06,6,0.4891304347826086,Hard
flame,2,1.17e-05,5,0.15625,Easy
flatter,2,1.86e-06,7,0.3846153846153846,Hard
flavouring,3,2.29e-07,10,0.3421052631578947,Medium
fleets,1,2.04e-06,6,0.1875,Easy
flesh,1,1.58e-05,5,0.22174873737373738,Easy
flight,1,7.24e-05,6,0.1527777777777778,Easy
flint,1,5.89e-06,5,0.4473684210526315,Hard
flock,1,4.9e-06,5,0.3907967032967033,Hard
flocks,1,1.07e-06,6,0.32738095238095233,Medium
floor,1,8.71e-05,5,0.2014472455648926,Easy
flounder,2,6.03e-07,8,0.5,Hard
flour,1,1e-05,5,0.1666666666666666,Easy
flourishes,3,7.76e-07,10,0.3375,Medium
flow,1,4.79e-05,4,0.2599789915966386,Medium
flower,2,2.63e-05,6,0.2166666666666666,Easy
fluidity,3,7.94e-07,8,0.4078947368421053,Hard
flutters,2,2.4e-07,8,0.421875,Hard
fly,1,5.62e-05,3,0.0999999999999999,Easy
focus,2,0.0001,5,0.1964285714285714,Easy
follicle,3,6.31e-07,8,0.45793942577030816,Hard
foodstuffs,2,6.92e-07,10,0.35,Hard
fools,1,7.59e-06,5,0.14583333333333331,Easy
footballers,3,2.82e-06,11,0.2763157894736842,Medium
footing,2,3.16e-06,7,0.2857142857142857,Medium
footstool,2,2.14e-07,9,0.325828664799253,Medium
forces,2,9.55e-05,6,0.2236842105263157,Easy
fords,1,5.5e-07,5,0.48009259259259257,Hard
forebrain,3,1.32e-07,9,0.5334558823529412,Hard
foreigner,3,3.02e-06,9,0.3125,Medium
foreigners,3,7.41e-06,10,0.140625,Easy
foresail,3,3.39e-08,8,0.6166666666666667,Hard
forest,2,5.01e-05,6,0.2120098039215686,Easy
forestry,3,4.9e-06,8,0.296875,Medium
forfeiture,4,1.1e-06,10,0.5166666666666667,Hard
forgeries,3,4.57e-07,9,0.421875,Hard
forgers,2,1.41e-07,7,0.3157894736842105,Medium
forgiveness,4,7.41e-06,11,0.0714285714285714,Easy
fork,1,1.07e-05,4,0.2857142857142857,Medium
form,1,0.000204,4,0.22033053053757384,Easy
formation,3,3.09e-05,9,0.26805555555555555,Medium
forms,1,5.37e-05,5,0.20698529411764702,Easy
fortitude,4,1.41e-06,9,0.4404761904761904,Hard
fortresses,3,6.92e-07,10,0.2625,Medium
forts,1,1.7e-06,5,0.15,Easy
forums,2,7.08e-06,6,0.2794117647058823,Medium
foundation,3,6.46e-05,10,0.25,Medium
foundations,3,9.33e-06,11,0.3013157894736842,Medium
founder,2,2.88e-05,7,0.34375,Medium
founders,2,6.76e-06,8,0.375,Hard
founding,2,9.77e-06,8,0.25,Medium
fowl,1,1e-06,4,0.3088235294117647,Medium
fraction,2,9.12e-06,8,0.0833333333333333,Easy
fractions,2,2.09e-06,9,0.24264705882352938,Easy
fragility,4,9.55e-07,9,0.4666666666666667,Hard
fragmentation,4,1.7e-06,13,0.375,Hard
frame,2,3.8e-05,5,0.3173076923076923,Medium
frankincense,4,2.75e-07,12,0.5005952380952381,Hard
freedom,2,7.24e-05,7,0.203125,Easy
frequency,3,2.29e-05,9,0.2544270833333333,Medium
friendships,2,4.68e-06,11,0.15625,Easy
fruit,1,3.72e-05,5,0.16166666666666663,Easy
fuel,1,5.25e-05,4,0.2142857142857143,Easy
fuels,1,6.61e-06,5,0.2875,Medium
fullness,2,1.07e-06,8,0.3096671639670361,Medium
function,2,6.03e-05,8,0.2507040998217468,Medium
functionality,5,5.01e-06,13,0.27083333333333337,Medium
functioning,3,1.05e-05,11,0.25,Medium
functions,2,3.16e-05,9,0.22550717256599606,Easy
funding,2,4.27e-05,7,0.3038949275362319,Medium
fungi,2,3.02e-06,5,0.2829861111111111,Medium
furrow,2,3.72e-07,6,0.53125,Hard
fusion,2,1.05e-05,6,0.328125,Medium
future,3,0.000214,6,0.18902675653594767,Easy
gallery,3,3.09e-05,7,0.27631578947368424,Medium
game,2,0.000525,4,0.2647058823529411,Medium
gametes,3,2.34e-07,7,0.75,Hard
ganglia,2,3.89e-07,7,0.6150122549019609,Hard
ganglion,2,3.89e-07,8,0.6598597455176403,Hard
garden,2,5.89e-05,6,0.1607142857142857,Easy
garlic,2,8.32e-06,6,0.2205882352941176,Easy
garment,2,3.89e-06,7,0.21875,Easy
garments,2,3.16e-06,8,0.2058823529411764,Easy
garrison,3,4.68e-06,8,0.4411764705882353,Hard
garrisons,3,5.5e-07,9,0.5,Hard
gas,1,0.000102,3,0.1428571428571428,Easy
gastrocnemius,4,4.27e-08,13,0.6029411764705882,Hard
gate,2,2.95e-05,4,0.19047619047619047,Easy
gates,2,2e-05,5,0.19934640522875816,Easy
genealogy,4,2.24e-06,9,0.5043402777777778,Hard
generation,4,6.61e-05,10,0.2564875730994152,Medium
generations,4,1.95e-05,11,0.2631196581196581,Medium
genes,2,1.38e-05,5,0.2741071428571429,Medium
genetics,3,6.92e-06,8,0.3285603715170279,Medium
genome,3,5.01e-06,6,0.39654135338345864,Hard
genomes,3,1.1e-06,7,0.434375,Hard
gentlemen,3,1.35e-05,9,0.17283208020050123,Easy
gentleness,3,5.89e-07,10,0.3611111111111111,Hard
germ,1,1.58e-06,4,0.34868421052631576,Hard
gesture,3,7.94e-06,7,0.2857142857142857,Medium
gifts,1,2.4e-05,5,0.14705882352941171,Easy
gigantism,3,7.76e-08,9,0.3970588235294118,Hard
gland,1,2.4e-06,5,0.3181818181818182,Medium
glaucoma,3,1.02e-06,8,0.3978696741854636,Hard
glory,2,2.29e-05,5,0.22438375350140055,Easy
glutamate,4,7.59e-07,9,0.75,Hard
goal,1,0.000115,4,0.18311403508771923,Easy
goat,1,1.05e-05,4,0.2109375,Easy
goats,1,5.25e-06,5,0.1666666666666666,Easy
gods,1,2.51e-05,4,0.0833333333333333,Easy
goings,1,8.71e-07,6,0.29999999999999993,Medium
gold,1,0.000148,4,0.12275743707093816,Easy
gonad,2,7.59e-08,5,0.5096078431372548,Hard
gonads,2,2.63e-07,6,0.5691964285714285,Hard
goodness,2,1.35e-05,8,0.1944444444444444,Easy
goods,1,3.98e-05,5,0.234375,Easy
governor,3,5.13e-05,8,0.24592803030303023,Medium
governors,3,8.51e-06,9,0.2597222222222222,Medium
grace,2,3.63e-05,5,0.2236461251167133,Easy
gradient,2,3.02e-06,8,0.4979166666666667,Hard
grafting,2,6.17e-07,8,0.2833333333333333,Medium
grain,1,1.51e-05,5,0.20643584356819647,Easy
granules,3,6.17e-07,8,0.4338235294117647,Hard
grass,1,2.4e-05,5,0.20624999999999993,Easy
grasshopper,3,1.07e-06,11,0.3472222222222222,Medium
grasshoppers,3,6.03e-07,12,0.25,Medium
graves,2,7.41e-06,6,0.2631578947368421,Medium
greatness,2,5.13e-06,9,0.2449534161490683,Medium
greenhouse,3,6.03e-06,10,0.2205882352941176,Easy
griddle,2,3.31e-07,7,0.4722222222222222,Hard
ground,1,0.000141,6,0.3018980566534914,Medium
grounds,1,2.69e-05,7,0.2666666666666667,Medium
groupings,2,1.07e-06,9,0.2105263157894736,Easy
groups,1,0.000132,6,0.17114756158873806,Easy
growth,1,0.000107,6,0.21962344720496896,Easy
guanine,3,2e-07,7,0.6666666666666666,Hard
guarantees,3,6.76e-06,10,0.25,Medium
guarantor,3,6.17e-07,9,0.4821428571428571,Hard
guidance,3,2.14e-05,8,0.2477272727272727,Medium
guide,2,5.62e-05,5,0.2777777777777778,Medium
gutters,2,7.24e-07,7,0.3333333333333333,Medium
gyrus,2,3.47e-07,5,0.5,Hard
habitation,4,9.55e-07,10,0.3075805322128851,Medium
hailstones,3,1.45e-07,10,0.34375,Medium
hair,1,0.00012,4,0.14959967320261436,Easy
half,1,0.000257,4,0.1470588235294117,Easy
hallmark,2,2.34e-06,8,0.3333333333333333,Medium
hallmarks,2,8.32e-07,9,0.3642156862745098,Hard
hand,1,0.000257,4,0.16429511278195488,Easy
handfuls,2,3.98e-07,8,0.23133116883116875,Easy
handicaps,3,4.47e-07,9,0.2494047619047619,Medium
handling,2,2.45e-05,8,0.3157894736842105,Medium
handmaid,2,1.55e-07,8,0.32095238095238093,Medium
hands,1,0.000145,5,0.1187091503267973,Easy
hangings,2,4.57e-07,8,0.34424603174603174,Medium
harm,1,2.95e-05,4,0.2352941176470588,Easy
harps,1,3.8e-07,5,0.15,Easy
harshness,2,4.47e-07,9,0.24166666666666667,Easy
hart,1,1.1e-05,4,0.4444444444444444,Hard
harvest,2,1.07e-05,7,0.25,Medium
hatred,2,1.12e-05,6,0.2066993464052287,Easy
hawk,1,6.46e-06,4,0.2166666666666666,Easy
hazards,2,4.37e-06,7,0.2647058823529411,Medium
head,1,0.000324,4,0.21539969834087475,Easy
headbands,2,2.88e-07,9,0.28125,Medium
headdresses,3,1.62e-07,11,0.3340336134453781,Medium
heads,1,4.68e-05,5,0.21586134453781508,Easy
heap,1,3.89e-06,4,0.3274509803921568,Medium
hearing,2,6.61e-05,7,0.19166666666666665,Easy
heart,1,0.000204,5,0.19591503267973853,Easy
hearth,1,1.26e-06,6,0.4333333333333333,Hard
hearts,1,2.75e-05,6,0.1901960784313725,Easy
heatwave,3,7.08e-07,8,0.2916666666666666,Medium
heavens,2,5.25e-06,7,0.22666838665290676,Easy
hectares,3,2.69e-06,8,0.4285714285714286,Hard
heirs,1,3.24e-06,5,0.25,Medium
help,1,0.000562,4,0.22135416666666663,Easy
henna,2,6.92e-07,5,0.4868421052631578,Hard
herds,1,1.62e-06,5,0.175,Easy
heresies,3,3.09e-07,8,0.5892857142857143,Hard
heritage,4,2.29e-05,8,0.375,Hard
hierarchy,3,6.03e-06,9,0.4117647058823529,Hard
highway,2,3.09e-05,7,0.2586805555555555,Medium
hill,1,6.61e-05,4,0.23599537037037036,Easy
hills,1,2.88e-05,5,0.2619047619047618,Medium
hippocampus,4,9.77e-07,11,0.5085346638655462,Hard
hireling,3,6.61e-08,8,0.5,Hard
histology,4,4.07e-07,9,0.5078125,Hard
history,3,0.000245,7,0.1499685621396147,Easy
homelessness,4,2.69e-06,12,0.1617647058823529,Easy
homeostasis,4,5.5e-07,11,0.5727182539682539,Hard
homes,2,4.9e-05,5,0.1833333333333333,Easy
honesty,3,9.77e-06,7,0.1617647058823529,Easy
honey,2,2.34e-05,5,0.3125,Medium
honeycomb,3,8.71e-07,9,0.3472222222222222,Medium
honor,2,4.9e-05,5,0.1864583333333333,Easy
honour,2,2.34e-05,6,0.1666666666666666,Easy
hoofs,1,1.55e-07,5,0.23641304347826084,Easy
hook,1,2.34e-05,4,0.25,Medium
hooligans,3,8.71e-07,9,0.3823529411764705,Hard
hope,2,0.000275,4,0.15,Easy
horns,1,6.31e-06,5,0.27192982456140347,Medium
horrors,2,3.31e-06,7,0.2833333333333333,Medium
horsemen,3,1.62e-06,8,0.2166666666666666,Easy
horses,2,2.82e-05,6,0.15178571428571425,Easy
hospitality,5,7.94e-06,11,0.3472222222222222,Medium
host,1,5.89e-05,4,0.2934782608695652,Medium
hostages,3,4.37e-06,8,0.3152173913043478,Medium
hour,1,0.000151,4,0.2491319444444444,Medium
hours,1,0.000251,5,0.20868347338935567,Easy
household,3,2.95e-05,9,0.1666666666666666,Easy
households,3,1.35e-05,10,0.1785714285714285,Easy
houses,2,5.25e-05,6,0.181547619047619,Easy
housetops,3,1.82e-08,9,0.3571428571428571,Hard
housing,2,5.89e-05,7,0.2916666666666666,Medium
humans,2,4.07e-05,6,0.2113092463092463,Easy
humility,4,3.89e-06,8,0.3235294117647058,Medium
hundreds,2,4.07e-05,8,0.25,Medium
hunt,1,3.09e-05,4,0.1153846153846153,Easy
hurries,2,2.82e-07,7,0.23391812865497075,Easy
husband,2,0.0001,7,0.2833333333333333,Medium
husbandry,3,8.51e-07,9,0.53125,Hard
hybrid,2,1.29e-05,6,0.1666666666666666,Easy
hybridization,5,6.61e-07,13,0.5077083333333333,Hard
hypertension,4,2.57e-06,12,0.4285714285714286,Hard
hypocrisy,4,4.47e-06,9,0.3166666666666666,Medium
hypotheses,4,1.58e-06,10,0.2980006105006105,Medium
hypothesis,4,7.41e-06,10,0.3162745098039216,Medium
hyssop,2,9.33e-08,6,0.6470588235294118,Hard
idea,2,0.000229,4,0.17822420634920633,Easy
ideas,2,6.92e-05,5,0.2249999999999999,Easy
identifiers,4,8.51e-07,11,0.32319078947368424,Medium
identity,4,4.47e-05,8,0.2386363636363636,Easy
ideology,4,1.05e-05,8,0.35,Hard
idols,2,3.09e-06,5,0.23529411764705882,Easy
ignorance,4,1.1e-05,9,0.1964285714285714,Easy
images,3,5.62e-05,6,0.18432662538699685,Easy
immigration,4,2.95e-05,11,0.255030959752322,Medium
imminence,4,6.17e-08,9,0.3947368421052631,Hard
immobility,5,2.24e-07,10,0.4166666666666666,Hard
immorality,5,7.08e-07,10,0.3333333333333333,Medium
immunity,4,8.13e-06,8,0.3152173913043478,Medium
impact,2,8.32e-05,6,0.21006069094304386,Easy
impairment,3,3.55e-06,10,0.2875,Medium
impetus,3,1.86e-06,7,0.5,Hard
implantation,4,1.02e-06,12,0.34226190476190477,Medium
